MaLead,SoDienThoai,HoTen,NgayTiepNhan,MaChienDich,MaBaiViet,SanPham,Vung,ChiNhanh,NhuCau,TrangThai,PhanLoai,GiaoDichVien
BRC-04585,0904885736,Khách hàng 4585,20/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Đã tư vấn,Cần nuôi,GDV-003
BRC-05094,0905704651,Khách hàng 5094,20/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-044
BRC-05303,0944701918,Khách hàng 5303,21/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,Đang liên hệ,Ưu tiên thấp,GDV-018
BRC-04380,0960358066,Khách hàng 4380,21/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Mới,Ấm,GDV-002
BRC-04205,0909998856,Khách hàng 4205,21/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Mở mới,Thành công,Ấm,GDV-058
BRC-05139,0936516842,Khách hàng 5139,21/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Ấm,GDV-055
BRC-05284,0913851135,Khách hàng 5284,21/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Thành công,Ấm,GDV-042
BRC-04370,0959501013,Khách hàng 4370,21/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Chuyển hồ sơ,Cần nuôi,GDV-046
BRC-04890,0943245209,Khách hàng 4890,21/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Mới,Ấm,GDV-037
BRC-04952,0918100115,Khách hàng 4952,22/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Mở mới,Đang liên hệ,Nóng,GDV-030
BRC-04794,0985872703,Khách hàng 4794,22/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Mới,Ấm,GDV-055
BRC-05041,0979794018,Khách hàng 5041,22/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Mới,Cần nuôi,GDV-021
BRC-04324,0951561870,Khách hàng 4324,22/10/2026,CMP-2026-Q4,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-025
BRC-04379,0945129571,Khách hàng 4379,22/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Chuyển hồ sơ,Ấm,GDV-052
BRC-05232,0973638314,Khách hàng 5232,22/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Đã tư vấn,Ấm,GDV-005
BRC-04354,0975028381,Khách hàng 4354,22/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-054
BRC-05279,0942581705,Khách hàng 5279,23/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-023
BRC-05184,0930373409,Khách hàng 5184,23/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Thành công,Ưu tiên thấp,GDV-009
BRC-04551,0966450420,Khách hàng 4551,23/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,So sánh sản phẩm,Mới,Ưu tiên thấp,GDV-038
BRC-04144,0973050509,Khách hàng 4144,23/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,Chuyển hồ sơ,Ấm,GDV-060
BRC-04002,0982269507,Khách hàng 4002,23/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Thành công,Cần nuôi,GDV-041
BRC-04633,0999727709,Khách hàng 4633,23/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-039
BRC-05018,0910663913,Khách hàng 5018,23/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Đã tư vấn,Cần nuôi,GDV-019
BRC-04962,0926138438,Khách hàng 4962,23/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Thành công,Ấm,GDV-038
BRC-04088,0918317510,Khách hàng 4088,24/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Mở mới,Đang liên hệ,Ấm,GDV-031
BRC-04287,0926038956,Khách hàng 4287,24/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Đang liên hệ,Nóng,GDV-038
BRC-03992,0960204543,Khách hàng 3992,24/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Mới,Ưu tiên thấp,GDV-013
BRC-04919,0961631808,Khách hàng 4919,24/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Hỗ trợ hồ sơ,Thành công,Ưu tiên thấp,GDV-039
BRC-04003,0996531989,Khách hàng 4003,24/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Chuyển hồ sơ,Nóng,GDV-006
BRC-04419,0911207205,Khách hàng 4419,24/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Không liên hệ được,Ấm,GDV-019
BRC-05194,0983621518,Khách hàng 5194,24/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,Đã tư vấn,Cần nuôi,GDV-028
BRC-03996,0985414560,Khách hàng 3996,25/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Mở mới,Mới,Ấm,GDV-005
BRC-04458,0954696752,Khách hàng 4458,25/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Hỏi ưu đãi,Đã tư vấn,Cần nuôi,GDV-049
BRC-04029,0931814065,Khách hàng 4029,25/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Hỏi ưu đãi,Đang liên hệ,Nóng,GDV-051
BRC-05408,0965309409,Khách hàng 5408,25/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-055
BRC-04899,0908271893,Khách hàng 4899,26/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-035
BRC-04274,0916084003,Khách hàng 4274,26/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-013
BRC-04465,0988734057,Khách hàng 4465,26/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,So sánh sản phẩm,Thành công,Ấm,GDV-054
BRC-04578,0971776189,Khách hàng 4578,26/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Mới,Ưu tiên thấp,GDV-016
BRC-04240,0974794676,Khách hàng 4240,26/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Mới,Ấm,GDV-030
BRC-05358,0996753024,Khách hàng 5358,26/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-020
BRC-04939,0964097592,Khách hàng 4939,26/10/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Nóng,GDV-001
BRC-03989,0959481486,Khách hàng 3989,26/10/2026,CMP-2026-Q4,,Vay mua nhà,Miền Bắc,CN Hải Phòng,Hỏi ưu đãi,Đang liên hệ,Ưu tiên thấp,GDV-007
BRC-04165,0920227444,Khách hàng 4165,26/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Hỗ trợ hồ sơ,Chuyển hồ sơ,Ưu tiên thấp,GDV-023
BRC-04865,0959535549,Khách hàng 4865,27/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Thành công,Ấm,GDV-034
BRC-05199,0970614814,Khách hàng 5199,27/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Đã tư vấn,Ấm,GDV-026
BRC-04487,0959531026,Khách hàng 4487,27/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Không liên hệ được,Nóng,GDV-027
BRC-04541,0992873984,Khách hàng 4541,27/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đang liên hệ,Cần nuôi,GDV-051
BRC-04058,0907889785,Khách hàng 4058,27/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Hỗ trợ hồ sơ,Chuyển hồ sơ,Ấm,GDV-021
BRC-04667,0975703990,Khách hàng 4667,27/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Mở mới,Không liên hệ được,Cần nuôi,GDV-020
BRC-05311,0964143947,Khách hàng 5311,27/10/2026,CMP-2026-Q4,,Vay mua nhà,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Không liên hệ được,Nóng,GDV-024
BRC-04712,0922575764,Khách hàng 4712,27/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Mới,Cần nuôi,GDV-054
BRC-04119,0911157086,Khách hàng 4119,27/10/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Mới,Ấm,GDV-023
BRC-04566,0998786965,Khách hàng 4566,28/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Mới,Nóng,GDV-046
BRC-04295,0986679328,Khách hàng 4295,28/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Mới,Cần nuôi,GDV-018
BRC-04837,0974115640,Khách hàng 4837,28/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Mới,Nóng,GDV-035
BRC-04846,0999224054,Khách hàng 4846,28/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Thành công,Ấm,GDV-031
BRC-05431,0954931473,Khách hàng 5431,28/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-027
BRC-04046,0986000510,Khách hàng 4046,28/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Mới,Nóng,GDV-048
BRC-04996,0940999581,Khách hàng 4996,29/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Mới,Nóng,GDV-013
BRC-05129,0943427125,Khách hàng 5129,29/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Đang liên hệ,Ưu tiên thấp,GDV-017
BRC-04636,0920265863,Khách hàng 4636,29/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-043
BRC-05251,0977219560,Khách hàng 5251,29/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Thành công,Cần nuôi,GDV-002
BRC-04291,0924842281,Khách hàng 4291,29/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Đang liên hệ,Ấm,GDV-055
BRC-05293,0972729417,Khách hàng 5293,29/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Chuyển hồ sơ,Ấm,GDV-058
BRC-04539,0946806824,Khách hàng 4539,30/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Thành công,Cần nuôi,GDV-032
BRC-04177,0906908623,Khách hàng 4177,30/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đã tư vấn,Ấm,GDV-043
BRC-04239,0996828203,Khách hàng 4239,30/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Mới,Cần nuôi,GDV-018
BRC-04961,0926496882,Khách hàng 4961,30/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Mới,Nóng,GDV-028
BRC-05433,0946014921,Khách hàng 5433,31/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Ấm,GDV-011
BRC-04293,0945082361,Khách hàng 4293,31/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Thành công,Cần nuôi,GDV-058
BRC-04272,0974657730,Khách hàng 4272,31/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Thành công,Ấm,GDV-037
BRC-04230,0995449452,Khách hàng 4230,31/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-032
BRC-04102,0985862836,Khách hàng 4102,31/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Mới,Ấm,GDV-060
BRC-04451,0992114896,Khách hàng 4451,31/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Mở mới,Chuyển hồ sơ,Cần nuôi,GDV-014
BRC-04817,0964697541,Khách hàng 4817,31/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Đã tư vấn,Cần nuôi,GDV-038
BRC-05152,0945237648,Khách hàng 5152,31/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-040
BRC-04622,0989482880,Khách hàng 4622,31/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Không liên hệ được,Nóng,GDV-051
BRC-04847,0975894380,Khách hàng 4847,31/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Đã tư vấn,Cần nuôi,GDV-028
BRC-04035,0966033770,Khách hàng 4035,01/11/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Đang liên hệ,Ấm,GDV-039
BRC-05209,0909930278,Khách hàng 5209,01/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Hỏi ưu đãi,Đã tư vấn,Ấm,GDV-052
BRC-04720,0982320038,Khách hàng 4720,01/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Thành công,Ưu tiên thấp,GDV-033
BRC-04905,0958966072,Khách hàng 4905,01/11/2026,CMP-2026-Q4,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Chuyển hồ sơ,Ấm,GDV-007
BRC-05182,0955079907,Khách hàng 5182,02/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,Mới,Cần nuôi,GDV-033
BRC-04924,0950948156,Khách hàng 4924,02/11/2026,CMP-2026-Q4,,Vay mua nhà,Miền Trung,CN Huế,Hỗ trợ hồ sơ,Thành công,Ưu tiên thấp,GDV-010
BRC-04188,0950831498,Khách hàng 4188,02/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Thành công,Nóng,GDV-010
BRC-04404,0950749393,Khách hàng 4404,03/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,Thành công,Ấm,GDV-001
BRC-05261,0967295962,Khách hàng 5261,03/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Mở mới,Đã tư vấn,Cần nuôi,GDV-047
BRC-04073,0965431744,Khách hàng 4073,03/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Mới,Ưu tiên thấp,GDV-025
BRC-04821,0906642229,Khách hàng 4821,03/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-016
BRC-04001,0957852179,Khách hàng 4001,03/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,So sánh sản phẩm,Thành công,Ưu tiên thấp,GDV-024
BRC-03994,0911515025,Khách hàng 3994,03/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,Đang liên hệ,Ấm,GDV-048
BRC-04251,0910976341,Khách hàng 4251,03/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-006
BRC-04475,0989257508,Khách hàng 4475,03/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,Chuyển hồ sơ,Ấm,GDV-046
BRC-04839,0987138330,Khách hàng 4839,03/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Mới,Ấm,GDV-048
BRC-05450,0992165743,Khách hàng 5450,03/11/2026,CMP-2026-Q4,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Huế,Mở mới,Thành công,Ấm,GDV-032
BRC-04437,0958641273,Khách hàng 4437,03/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Đã tư vấn,Ấm,GDV-011
BRC-04178,0942110044,Khách hàng 4178,04/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Thành công,Ưu tiên thấp,GDV-058
BRC-04033,0986985687,Khách hàng 4033,04/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Mở mới,Thành công,Nóng,GDV-020
BRC-04811,0996006196,Khách hàng 4811,04/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Mới,Ấm,GDV-048
BRC-04499,0992922821,Khách hàng 4499,04/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Chuyển hồ sơ,Cần nuôi,GDV-032
BRC-05004,0931120520,Khách hàng 5004,04/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-005
BRC-05509,0950282261,Khách hàng 5074,05/11/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Đã tư vấn,Cần nuôi,GDV-039
BRC-05104,0947014931,Khách hàng 5104,05/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Mới,Cần nuôi,GDV-040
BRC-04300,0900648663,Khách hàng 4300,05/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Mới,Ấm,GDV-029
BRC-05175,0987156130,Khách hàng 5175,06/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Đang liên hệ,Cần nuôi,GDV-019
BRC-04334,0976705778,Khách hàng 4334,06/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Đang liên hệ,Cần nuôi,GDV-060
BRC-04352,0951091446,Khách hàng 4352,06/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Mới,Ấm,GDV-038
BRC-04915,0925170541,Khách hàng 4915,06/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Hỏi ưu đãi,Đã tư vấn,Ấm,GDV-038
BRC-04147,0939346075,Khách hàng 4147,07/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Đã tư vấn,Cần nuôi,GDV-020
BRC-04904,0951227215,Khách hàng 4904,07/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Hỗ trợ hồ sơ,Đã tư vấn,Cần nuôi,GDV-031
BRC-04606,0973513666,Khách hàng 4606,07/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,So sánh sản phẩm,Đang liên hệ,Cần nuôi,GDV-040
BRC-04014,0953239236,Khách hàng 4014,07/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Thành công,Ưu tiên thấp,GDV-009
BRC-04343,0980120400,Khách hàng 4343,07/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Mới,Ưu tiên thấp,GDV-047
BRC-05375,0908802820,Khách hàng 5375,07/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,Thành công,Ấm,GDV-011
BRC-04115,0917743499,Khách hàng 4115,07/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-005
BRC-04617,0916074792,Khách hàng 4617,07/11/2026,CMP-2026-Q4,,Vay mua nhà,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Mới,Ấm,GDV-058
BRC-05448,0944498463,Khách hàng 5448,07/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Đang liên hệ,Nóng,GDV-046
BRC-05429,0943137681,Khách hàng 5429,07/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Không liên hệ được,Nóng,GDV-015
BRC-04447,0928352621,Khách hàng 4447,08/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Cần nuôi,GDV-020
BRC-04747,0979456542,Khách hàng 4747,08/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Mới,Ấm,GDV-002
BRC-04103,0970084924,Khách hàng 4103,08/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Hỏi ưu đãi,Chuyển hồ sơ,Nóng,GDV-015
BRC-05005,0935511999,Khách hàng 5005,08/11/2026,CMP-2026-Q4,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-042
BRC-04185,0941703496,Khách hàng 4185,08/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Không liên hệ được,Ưu tiên thấp,GDV-016
BRC-04985,0905908773,Khách hàng 4985,09/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Cần nuôi,GDV-009
BRC-04049,0905665752,Khách hàng 4049,09/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-040
BRC-04801,0955082312,Khách hàng 4801,09/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,So sánh sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-019
BRC-04217,0926326781,Khách hàng 4217,09/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Hỏi ưu đãi,Đang liên hệ,Nóng,GDV-046
BRC-04031,0974969934,Khách hàng 4031,09/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Mới,Cần nuôi,GDV-013
BRC-04351,0958887455,Khách hàng 4351,09/11/2026,CMP-2026-Q4,,Vay mua nhà,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-010
BRC-05230,0919821084,Khách hàng 5230,09/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Hỗ trợ hồ sơ,Mới,Ưu tiên thấp,GDV-056
BRC-04275,0915325979,Khách hàng 4275,10/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Chuyển hồ sơ,Ấm,GDV-001
BRC-05075,0949011914,Khách hàng 5075,10/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-027
BRC-04648,0975871893,Khách hàng 4648,10/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,Mới,Cần nuôi,GDV-038
BRC-04258,0976721706,Khách hàng 4258,10/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Mới,Nóng,GDV-027
BRC-04247,0969598026,Khách hàng 4247,10/11/2026,CMP-2026-Q4,,Thẻ tín dụng hoàn tiền,Miền Trung,CN Huế,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-048
BRC-04273,0920263765,Khách hàng 4273,11/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,So sánh sản phẩm,Đang liên hệ,Ấm,GDV-053
BRC-04111,0958331180,Khách hàng 4111,11/11/2026,CMP-2026-Q4,,Vay mua nhà,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,Mới,Nóng,GDV-041
